265.05,3.8842e-06,2.6441,4.0753e-06,0.0063162,2.5574e-10,0.0086955,2.7378e-06,0.00099176,1.0686e-06,1.8204,1.8113,0.030488,4.0559e-06,0.0016271,4.0559e-06,0.0034069,1.1266e+14,0.001093,0.00010132,1.0552e-07,1.0903e-06,0.0004743,0.00018167,1.9091e-05,0.00062553,0.00059783,0.0005887,0.00058544,0.00065635,0.0045552,0.00063799,0.00054074,0.00055201,0.0045879,0.010072,0.01052,9.1967,12.612,12.801,1.8113,5.9341,0.11456,0.97636,0.97636,478.62,52.806,0.10576,0.45728,1.4859,0.94858,0.948,0.66653,5.9326,3.778,15.256,1.3951,0.11456,0.34621,-0.74666,0.9109,0.98835,0.99825,32.286,110.95,75.768,20.849,25.786,47.733,9.1555,2.0161e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4,180,15,50,87.5,130,25603,160,0.28978,4,1,1,-37.577,1998,825,1819
273.59,3.6747e-06,2.7214,3.4581e-06,0.0057008,1.8187e-10,0.0069603,2.6924e-06,0.0010305,9.9946e-07,1.8304,1.9032,0.02562,4.2773e-06,0.0017267,4.2773e-06,0.0036251,1.0777e+14,0.0011332,9.4507e-05,8.7076e-08,1.0205e-06,0.00050139,0.00017728,1.9992e-05,0.00064033,0.00064328,0.00059442,0.00060224,0.00067221,0.0046396,0.00064412,0.00058154,0.00059366,0.0046692,0.0086832,0.0085622,8.9571,11.651,11.591,1.9032,7.2063,0.14855,0.97415,0.97415,510.62,55.297,0.13467,0.38431,1.698,0.93496,0.93405,0.60658,7.2152,4.1988,18.206,1.5792,0.14855,0.40913,-0.71631,0.92179,0.98519,0.99773,33.859,103.9,73.943,22.018,24.288,45.921,10.03,2.0224e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4.8,180,15,50,87.5,130,25603,160,0.21962,3,1,1,-48.973,1679,790,1668
296.73,3.9021e-06,2.9389,3.8076e-06,0.0062719,2.125e-10,0.0078227,2.6989e-06,0.0010017,1.0483e-06,1.7983,1.9341,0.033585,4.0379e-06,0.0016405,4.038e-06,0.003452,1.1481e+14,0.0011007,9.914e-05,1.0448e-07,1.0615e-06,0.00047436,0.00017256,1.7635e-05,0.00067171,0.0006177,0.00059744,0.00060352,0.0006458,0.0050011,0.00062274,0.00061417,0.00062697,0.0050285,0.0094093,0.0094201,9.0419,11.763,11.768,1.9341,5.405,0.10426,0.97263,0.97263,214.47,29.233,0.099331,0.40608,1.5223,0.95115,0.95083,0.6203,5.3985,3.7695,12.933,1.4418,0.10426,0.32964,-0.74805,0.91534,0.98902,0.9984,32.5,108.32,73.376,22.114,23.86,46.794,9.7615,2.0278e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4.4,180,15,50,87.5,130,25603,160,0.27978,3,1,1,-56.217,2201,845,1827
365.27,6.9978e-06,3.5681,8.5143e-06,0.0093376,1.4923e-09,0.014182,4.5099e-06,0.0010956,1.9807e-06,1.9036,1.9295,0.042786,5.4594e-06,0.0017097,5.4594e-06,0.0035933,1.4576e+14,0.0011975,0.00018874,7.7179e-07,1.9806e-06,0.00049275,0.00021253,1.822e-05,0.00073271,0.00061396,0.00058733,0.00063535,0.00067894,0.0061222,0.00064646,0.00071923,0.00073421,0.0061481,0.012465,0.014093,9.2292,12.299,12.832,1.9295,6.1256,0.1055,0.97996,0.97996,565.71,62.001,0.089785,0.47929,1.4161,0.95767,0.95668,0.68312,6.1198,3.7665,16.368,1.328,0.1055,0.30988,-0.76212,0.90837,0.9902,0.9984,27.124,115.49,77.129,23.575,26.36,48.032,9.3357,2.0053e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4,180,15,50,87.5,130,25603,160,0.2018,6,1,1,-53.245,2804,864,2454
84.623,4.879e-07,0.9577,5.5486e-07,0.0022588,5.6392e-12,0.0033413,3.4217e-07,0.00036965,1.4375e-07,1.7921,1.0472,0.011292,5.0159e-07,0.0006227,5.0159e-07,0.0012941,3.7463e+13,0.00040658,1.2756e-05,1.9781e-09,1.25e-07,0.0001837,6.9105e-05,7.124e-06,0.00025933,0.00027592,0.00027562,0.00027987,0.00029294,0.0005393,0.00027538,0.00028138,0.00028724,0.001527,0.0041342,0.0034513,7.2559,11.581,10.797,1.0472,5.3181,0.101,0.97808,0.97808,537.24,58.181,0.090485,0.53652,1.2975,0.95651,0.95581,0.72682,5.3142,3.5013,14.334,1.2166,0.101,0.31113,-0.75086,0.88872,0.99006,0.99846,38.375,111.39,76.931,22.165,31.472,46.119,11.08,1.7853e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4.8,180,15,50,87.5,130,25603,160,0.26557,3,1,1,-64.814,740,380,837
420.91,5.914e-06,4.1684,7.343e-06,0.0085925,7.2178e-10,0.010717,4.0623e-06,0.001277,1.6695e-06,1.7885,2.338,0.037736,5.369e-06,0.0019577,5.369e-06,0.0041572,1.6597e+14,0.0014062,0.00016128,1.9306e-07,1.7509e-06,0.00055561,0.00020206,1.6402e-05,0.00067079,0.00064217,0.00061481,0.00067045,0.00071833,0.0068822,0.00066516,0.00069065,0.00070504,0.0068889,0.010124,0.011123,9.8993,11.571,11.98,2.338,7.419,0.12847,0.97832,0.97832,534.79,57.775,0.12028,0.36942,1.7126,0.94122,0.94068,0.5918,7.417,4.2522,18.691,1.6125,0.12847,0.37701,-0.73748,0.92993,0.98673,0.99803,33.886,100.42,67.346,20.938,20.083,42.999,7.6345,1.9934e+05,312,384,12,4,6480,106,2,63.643,1,1.5,4,165,15,50,81.25,130,25603,160,0.285,3,1,1,-57.976,2473,982,2267
244.31,2.8601e-06,2.4155,3.1334e-06,0.0057052,1.8473e-10,0.0075999,2.2692e-06,0.00097164,8.2292e-07,1.8644,1.7739,0.027832,3.9217e-06,0.001697,3.9218e-06,0.0035306,9.4334e+13,0.0010649,7.4777e-05,6.2295e-08,7.2984e-07,0.00050169,0.00017701,2.0894e-05,0.00079366,0.00067951,0.0006652,0.00067234,0.00076497,0.0042878,0.00074826,0.00069489,0.00070937,0.0042829,0.010666,0.010392,7.8087,11.771,11.658,1.7739,5.9198,0.10294,0.97874,0.97874,460.13,51.818,0.094807,0.46855,1.4471,0.95395,0.95341,0.67533,5.9126,3.7683,15.36,1.3645,0.10294,0.3209,-0.75936,0.911,0.98956,0.99843,38.264,108.5,76.584,21.456,27.95,46.026,10.965,2.0049e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4.4,180,15,50,87.5,130,25603,160,0.27348,3,1,1,-55.393,1824,776,1668
310.11,6.238e-06,3.0835,5.8448e-06,0.0077372,5.9729e-10,0.011392,4.0825e-06,0.0012261,1.9361e-06,1.9224,2.0029,0.045884,5.1549e-06,0.0019182,5.1549e-06,0.0040347,1.3135e+14,0.0013478,0.00016583,2.8951e-07,1.6256e-06,0.0005487,0.00024586,1.9595e-05,0.00085435,0.00068211,0.00067181,0.00066998,0.00079583,0.0052188,0.00074428,0.00065447,0.0006681,0.005255,0.010311,0.013593,8.9573,11.885,13.085,2.0029,4.1704,0.092071,0.97045,0.97045,255.6,31.685,0.086054,0.54532,1.2353,0.95797,0.95757,0.73223,4.1657,3.261,10.543,1.1625,0.092071,0.2991,-0.73565,0.8732,0.99051,0.99859,34.826,110.42,76.061,21.317,26.899,43.169,7.6106,2.0665e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4,180,15,50,87.5,130,25603,160,0.33335,3,1,1,-33.526,3007,891,2091
191.8,2.2838e-06,1.9111,2.2613e-06,0.0049734,1.0906e-10,0.007113,1.5737e-06,0.00080613,6.7491e-07,1.8631,1.5524,0.024018,2.2992e-06,0.0013591,2.2992e-06,0.0028249,7.7953e+13,0.00088596,5.8827e-05,4.0965e-08,5.7392e-07,0.00039928,0.0001536,1.4066e-05,0.00056419,0.0006105,0.00058066,0.00061571,0.00062848,0.0034772,0.00062229,0.00061132,0.00062406,0.0034774,0.0095789,0.0085916,7.4602,11.861,11.389,1.5524,5.7571,0.10522,0.97877,0.97877,556.04,59.571,0.094248,0.51605,1.3592,0.95469,0.95397,0.71234,5.7529,3.6507,15.455,1.2739,0.10522,0.3204,-0.75201,0.89758,0.98965,0.9984,42.719,107.59,76.95,22.509,28.412,48.57,10.032,1.9698e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4.4,180,15,50,87.5,130,25603,160,0.26681,3,1,1,-47.104,1574,700,1502
257.3,3.6214e-06,2.5578,3.7565e-06,0.0061163,2.4133e-10,0.0083728,2.5932e-06,0.00099119,9.8223e-07,1.8634,1.8256,0.028519,4.0785e-06,0.0016685,4.0785e-06,0.0034928,1.0675e+14,0.0010902,9.181e-05,9.2293e-08,9.6908e-07,0.00048768,0.00017703,2.0251e-05,0.00065644,0.00058212,0.00049224,0.00053729,0.00065866,0.0044696,0.00077917,0.0004939,0.00050419,0.004468,0.0089736,0.010638,9.4751,12.504,13.243,1.8256,6.2744,0.11657,0.97786,0.97786,524.41,58.143,0.10627,0.45631,1.4975,0.94857,0.9479,0.6663,6.2729,3.8471,16.38,1.4046,0.11657,0.34798,-0.73976,0.90974,0.98831,0.99822,33.106,107.05,75.869,22.13,25.852,46.569,10.124,2.0249e+05,336,384,12,4,6480,106,2,63.643,1,1.5,4,180,15,50,87.5,130,25603,160,0.29111,4,1,1,-59.235,1869,812,1777
