Focus_ACMO,Focus_BREN,Focus_CURV,Focus_GDER,Focus_GLVA,Focus_GLLV,Focus_GLVN,Focus_GRAE,Focus_GRAT,Focus_GRAS,Focus_HELM,Focus_HISE,Focus_HISR,Focus_LAPE,Focus_LAPM,Focus_LAPV,Focus_LAPD,Focus_SFIL,Focus_SFRQ,Focus_TENG,Focus_TENV,Focus_VOLA,Focus_WAVS,Focus_WAVV,Focus_WAVR,SNR_AjaNE1,SNR_AjaNE2,SNR_AjaNE3,SNR_AjaNE4,SNR_Brummer,SNR_Chang,SNR_noise_M1,SNR_noise_M2,SNR_MRI_lmmse,SNR_MeanImage,SNR_MeanC50x50,SNR_MeanC100x100,SNR_LogImage,SNR_LogC50x50,SNR_LogC100x100,Texture_Entropy_matlab,Texture_GLCM_Autocorrelation,Texture_GLCM_Contrast_matlab,Texture_GLCM_Correlation_matlab,Texture_GLCM_Correlation,Texture_GLCM_Cluster_Prominence,Texture_GLCM_Cluster_Shade,Texture_GLCM_Dissimilarity,Texture_GLCM_Energy_matlab,Texture_GLCM_Entropy,Texture_GLCM_Homogeneity_matlab,Texture_GLCM_Homogeneity,Texture_GLCM_Maximum_probability,Texture_GLCM_SumOfSqaures_Variance,Texture_GLCM_Sum_average,Texture_GLCM_Sum_variance,Texture_GLCM_Sum_entropy,Texture_GLCM_Difference_variance,Texture_GLCM_Difference_entropy,Texture_Info_measure_of_correlation1,Texture_Info_measure_of_correlation2,Texture_Inverse_diff_normalized,Texture_Inverse_diff_moment_normalized,LiveLab_BIQI,LiveLab_BRISQUE,Dicom_FileSize,Dicom_Width,Dicom_Height,Dicom_BitDepth,Dicom_SliceThickness,Dicom_RepetitionTime,Dicom_EchoTime,Dicom_NumberOfAverages,Dicom_ImagingFrequency,Dicom_EchoNumber,Dicom_MagneticFieldStrength,Dicom_SpacingBetweenSlices,Dicom_NumberOfPhaseEncodingSteps,Dicom_EchoTrainLength,Dicom_PercentSampling,Dicom_PercentPhaseFieldOfView,Dicom_PixelBandwidth,Dicom_DeviceSerialNumber,Dicom_FlipAngle,Dicom_SAR,Dicom_SeriesNumber,Dicom_AcquisitionNumber,Dicom_InstanceNumber,Dicom_SliceLocation,Dicom_LargestImagePixelValue,Dicom_WindowCenter,Dicom_WindowWidth
265.053834945436,3.88420512748254e-06,2.6440662202381,4.07529127716498e-06,0.00631619110645418,2.55735575597957e-10,0.00869546973394857,2.73775911979759e-06,0.000991762252742759,1.06862886869875e-06,1.82044357379237,1.81132735728528,0.0304875257495995,4.05585551009785e-06,0.0016270970463953,4.05588694523354e-06,0.00340686770532923,112659510204320,0.0010930398754655,0.000101316079636544,1.05523549045596e-07,1.09026241434963e-06,0.000474301294587707,0.000181667067651307,1.90910539774056e-05,0.000625528343633173,0.000597826104078466,0.000588695292845932,0.000585440528608575,0.000656353741673213,0.00455520256351569,0.00063798783024832,0.000540743091006114,0.000552008572068741,0.00458793731838282,0.0100720573722797,0.0105196663265809,9.19671653939665,12.6117236904397,12.8005614276081,1.81132735728528,5.93407182835821,0.114560012437811,0.976360887563312,0.976360887563312,478.622103217354,52.8056574225659,0.10576026119403,0.457281822000074,1.48593483216805,0.948582607794362,0.947999844527363,0.666534514925373,5.9325537838153,3.77796175373134,15.2556960301323,1.39513911725198,0.114560012437811,0.346209159300487,-0.746657333257435,0.910903480020017,0.988346540655309,0.998249592916685,32.2862446676924,110.948,201612,336,384,12,4,6480,106,2,63.643098,1,1.5,4,180,15,50,87.5,130,25603,160,0.28977631152842,4,1,1,-37.5768799153,1998,825,1819
273.587828621032,3.67470114441531e-06,2.72135416666667,3.45807437717248e-06,0.00570079110939101,1.81865560872413e-10,0.00696028454912092,2.69237896234536e-06,0.00103053496868443,9.99460196187656e-07,1.83043475450756,1.90319773187002,0.0256198977645533,4.27729286623333e-06,0.00172672347284136,4.27732601763168e-06,0.00362507325619476,107771281269000,0.00113317350641003,9.45066465926612e-05,8.70758772947915e-08,1.0205496094859e-06,0.000501385175372924,0.000177281097383404,1.99922190905213e-05,0.000640329594872969,0.000643283968192294,0.000594421871485458,0.000602242367931368,0.000672207933326685,0.00463956282902267,0.000644119903573325,0.000581541654671278,0.000593657105810263,0.00466920842726411,0.00868321651616349,0.00856220650811718,8.957075902116,11.6514495981769,11.5905002770254,1.90319773187002,7.20632773631841,0.148554104477612,0.974146996795295,0.974146996795295,510.624098693454,55.297454030735,0.13467039800995,0.384310377455269,1.69804432402996,0.934963204809287,0.934053171641791,0.606584266169154,7.21521907066231,4.19883395522388,18.2062924947145,1.57917099436341,0.148554104477612,0.409132981675742,-0.716314645181381,0.921789907974528,0.985190508945173,0.997733836030441,33.8588394241368,103.898,202242,336,384,12,4,6480,106,2,63.643083,1,1.5,4.8,180,15,50,87.5,130,25603,160,0.21961611902173,3,1,1,-48.972728153805,1679,790,1668
296.729027157738,3.90211569817489e-06,2.9389415922619,3.80755949968561e-06,0.00627188123129852,2.12497083924595e-10,0.00782272824198337,2.6988608329477e-06,0.00100172068204025,1.04831927565185e-06,1.79834855760883,1.93405305643659,0.0335851071946288,4.03794521039747e-06,0.00164045034626475,4.03797650671839e-06,0.00345198950976328,114806798395883,0.00110065679225701,9.91396667660962e-05,1.04477033472565e-07,1.06149214911817e-06,0.000474358591995142,0.000172555500774898,1.76348279362552e-05,0.000671709773403525,0.000617697342145742,0.000597444681211977,0.000603517913397856,0.000645795608351093,0.00500110246433204,0.000622738830432727,0.000614174750089374,0.000626970057382903,0.00502848788334507,0.00940926670837232,0.00942005642337845,9.04190607546986,11.7630897846728,11.7680670365566,1.93405305643659,5.40499067164179,0.104259950248756,0.972632116610111,0.972632116610111,214.466295245808,29.2334799480513,0.0993314676616915,0.406081654098328,1.52234797199055,0.951153736525705,0.950827114427861,0.620296952736318,5.39846592234142,3.76952736318408,12.9330110973128,1.44184074289122,0.104259950248756,0.329637814743357,-0.748051418469571,0.915341635234101,0.989017884064526,0.998402745654669,32.5004339576688,108.32,202780,336,384,12,4,6480,106,2,63.643077,1,1.5,4.4,180,15,50,87.5,130,25603,160,0.27978116238185,3,1,1,-56.217365925554,2201,845,1827
365.274615575397,6.99775047727311e-06,3.56814236111111,8.51431700937197e-06,0.00933763103558045,1.49227989877757e-09,0.0141818916622201,4.50991415043552e-06,0.00109556590437485,1.98070275890161e-06,1.9035929643431,1.92946843543916,0.0427862973983368,5.45940107515064e-06,0.00170966705964703,5.45944338854488e-06,0.00359328729818724,145760313205391,0.00119749123369362,0.000188738937468295,7.71789632382982e-07,1.98055996770039e-06,0.000492746827810453,0.000212530196761265,1.82199877627075e-05,0.000732707713435569,0.000613963114738264,0.000587326299002725,0.000635345848503347,0.000678941083106799,0.00612215609979402,0.000646461392774404,0.000719225920639768,0.00073420979398643,0.00614807639441421,0.0124645030476538,0.0140929624758274,9.22919081817819,12.2985479464663,12.8318212209505,1.92946843543916,6.1256296641791,0.105503731343284,0.979956109729816,0.979956109729816,565.71179416981,62.0007201670115,0.089785447761194,0.479293830327529,1.41614201874448,0.957672574626866,0.956679104477612,0.683115671641791,6.11977466184701,3.76646455223881,16.3677120802725,1.32803372166675,0.105503731343284,0.309880375160666,-0.762121324840029,0.908369746782995,0.990197167571235,0.998399732667629,27.1237197482014,115.494,200530,336,384,12,4,6480,106,2,63.643064,1,1.5,4,180,15,50,87.5,130,25603,160,0.2018038385141,6,1,1,-53.24458680912,2804,864,2454
84.6233568948413,4.87900531523557e-07,0.95769779265873,5.54858880250268e-07,0.00225878837101227,5.63919901234197e-12,0.00334134267729042,3.42172909259834e-07,0.000369654798187785,1.43749181026702e-07,1.79208358994961,1.04724508950137,0.0112916762035554,5.01590008388151e-07,0.000622701117844455,5.01593895989711e-07,0.00129410146066227,37462913677490.8,0.000406578652287242,1.27560818738976e-05,1.97806547890974e-09,1.24997775573706e-07,0.000183699615755136,6.9104617657357e-05,7.12402282388152e-06,0.000259327077134356,0.000275922483049717,0.000275620722715872,0.00027986663866232,0.000292936132131939,0.000539299610894942,0.000275380456738396,0.00028137801779674,0.000287240059834172,0.00152696846680739,0.00413418587911575,0.00345129577419555,7.25585060078196,11.5814499073111,10.797371711686,1.04724508950137,5.31813588308458,0.100995024875622,0.978082003128176,0.978082003128176,537.244764106813,58.1811547342203,0.0904850746268657,0.536519367704001,1.29745652056192,0.9565071776534,0.955808457711443,0.726819029850746,5.31417035914179,3.50125932835821,14.3341894699194,1.21664386900388,0.100995024875622,0.311126671515132,-0.750859851101163,0.888719928567721,0.990062832931303,0.998460551928728,38.3751069183405,111.39,178534,336,384,12,4,6480,106,2,63.643096,1,1.5,4.8,180,15,50,87.5,130,25603,160,0.2655695186081,3,1,1,-64.814447970634,740,380,837
420.914346287393,5.91400691050004e-06,4.16835269764957,7.34303747439717e-06,0.00859252426357365,7.21780704236704e-10,0.0107174873823385,4.06228686967456e-06,0.00127700099474935,1.66950020594829e-06,1.78854522075335,2.33800413383166,0.0377355611505302,5.36896203696206e-06,0.00195767183394859,5.3690068503873e-06,0.00415722171885118,165972592586296,0.00140624765850325,0.000161276886501777,1.93062198025011e-07,1.75090158302967e-06,0.000555614514538695,0.000202058764232131,1.64024896644699e-05,0.000670786602578775,0.000642169588664545,0.000614813511447442,0.000670445540369145,0.00071833140896867,0.00688215457389183,0.000665163275364246,0.000690653642245869,0.000705042259792658,0.00688887894953533,0.0101236365035814,0.0111225360563201,9.8993340434277,11.5712139400022,11.9798867317866,2.33800413383166,7.41903637459807,0.128466639871383,0.978320609021708,0.97832060902171,534.792209368509,57.7746134006059,0.120277331189711,0.369417254407661,1.71259034782346,0.941219939040729,0.940680265273312,0.591798968381565,7.41702280320539,4.25224410503751,18.691110314381,1.61253235847434,0.128466639871383,0.377007780212297,-0.737483181727086,0.929934758124182,0.986726692162785,0.99803488343877,33.8860215543695,100.415,199342,312,384,12,4,6480,106,2,63.643093,1,1.5,4,165,15,50,81.25,130,25603,160,0.28500027354033,3,1,1,-57.976067216528,2473,982,2267
244.310422867063,2.86009920578317e-06,2.41546533978174,3.13339289487344e-06,0.00570524445099619,1.84732308672916e-10,0.00759994438489617,2.2692231948348e-06,0.000971643752323611,8.22919363960044e-07,1.86437137043506,1.77389376158119,0.0278324559395743,3.92172312046359e-06,0.00169697462453421,3.92175351599874e-06,0.00353057448761037,94334365126035.6,0.00106489914706363,7.47768762211543e-05,6.22948663945849e-08,7.29836378283274e-07,0.00050168614042003,0.000177005839185495,2.08940793490189e-05,0.000793659876401923,0.000679507638781254,0.000665198782942123,0.000672338842035988,0.000764965889043586,0.00428784313725491,0.000748257327796629,0.00069489260140686,0.000709369530602836,0.004282901636795,0.0106658685746487,0.0103915165701931,7.8086556991362,11.7712369760321,11.6580640408898,1.77389376158119,5.91977611940299,0.102938432835821,0.978743010243632,0.978743010243633,460.133332015696,51.8177770391163,0.0948072139303483,0.468554360335488,1.44709668188544,0.953945765961858,0.953409514925373,0.675334266169154,5.91261028840174,3.76826803482587,15.3600643557445,1.36454895232327,0.102938432835821,0.320904125756874,-0.759357245505066,0.91099531110493,0.989556070656817,0.998427533580471,38.2643303572456,108.505,200492,336,384,12,4,6480,106,2,63.643426,1,1.5,4.4,180,15,50,87.5,130,25603,160,0.27347501380247,3,1,1,-55.392543941845,1824,776,1668
310.113715277778,6.23804758489607e-06,3.08353484623016,5.84476368601386e-06,0.00773717713305926,5.97288878257264e-10,0.0113917725250646,4.08248957175136e-06,0.00122610836047587,1.93614711435978e-06,1.92237100017701,2.00293879750644,0.0458838788433661,5.15488270995391e-06,0.00191821625023767,5.15492266316161e-06,0.00403469937301341,131345534671990,0.00134783199227074,0.000165834276241964,2.89511584724418e-07,1.62562391205309e-06,0.000548699810119252,0.000245859315978727,1.95945902834199e-05,0.000854352635996033,0.000682110218126496,0.000671807674534877,0.000669981111172128,0.000795826485526977,0.00521877317463952,0.00074427916539055,0.000654468050714516,0.000668102801771068,0.00525501276088688,0.0103112679135476,0.0135929254800663,8.95730481949639,11.8846877807849,13.0846964296597,2.00293879750644,4.17040578358209,0.0920708955223881,0.970451739145982,0.97045173914598,255.604185411878,31.6853057432984,0.0860541044776119,0.545317688101586,1.23527015404576,0.957973802860696,0.957574626865672,0.73222947761194,4.16570978117226,3.26096082089552,10.5434959529196,1.1624691248232,0.092070895522388,0.299102734292255,-0.735653082590118,0.873202134724177,0.990505238956732,0.998591746915334,34.8258876853652,110.419,206648,336,384,12,4,6480,106,2,63.643106,1,1.5,4,180,15,50,87.5,130,25603,160,0.33334774261035,3,1,1,-33.525716081108,3007,891,2091
191.803230406746,2.28381516711388e-06,1.91108630952381,2.26125548233093e-06,0.00497337536119047,1.09061949834108e-10,0.00711301400346132,1.57372824790906e-06,0.000806131257787628,6.74907257507754e-07,1.86308717251166,1.55236373130795,0.0240177004654002,2.29916423412802e-06,0.00135905891079951,2.2991820539295e-06,0.00282490568595964,77952633440495,0.000885962305114586,5.88269786255432e-05,4.09654082815587e-08,5.73920601251626e-07,0.000399275443378677,0.000153596588537872,1.40661874936264e-05,0.000564187075608453,0.000610503568839799,0.000580662123480149,0.000615709079201634,0.000628478030191553,0.00347723735408561,0.000622291508918588,0.000611322331815548,0.000624058213728372,0.00347735326702016,0.00957889939508626,0.00859163707921977,7.4602370957872,11.8609050833124,11.3885081997737,1.55236373130795,5.75706623134328,0.105223880597015,0.978765981822673,0.978765981822673,556.043705594547,59.571276978546,0.0942475124378109,0.516047048625614,1.35919736872619,0.954690091210614,0.953973880597015,0.712336753731343,5.75287964474503,3.65073072139303,15.4551242710876,1.27386928974829,0.105223880597015,0.320396201719519,-0.752013635261995,0.897575755959035,0.989649636916428,0.998396508246285,42.7192101572844,107.592,196978,336,384,12,4,6480,106,2,63.643121,1,1.5,4.4,180,15,50,87.5,130,25603,160,0.26680666026011,3,1,1,-47.104049090027,1574,700,1502
257.295479910714,3.62141050561517e-06,2.55781094990079,3.7564990734755e-06,0.00611632735654342,2.41332200959063e-10,0.00837283619672046,2.59323033475468e-06,0.000991185358749906,9.82226233424704e-07,1.86336751224531,1.82560534870547,0.0285191119249256,4.07850199771443e-06,0.00166850824176407,4.07853360837301e-06,0.0034927525324619,106748669768799,0.00109024772092672,9.18098621273008e-05,9.22932358385897e-08,9.690804734779e-07,0.000487684947907142,0.000177032877036116,2.02512630721321e-05,0.000656435492484932,0.000582117949397463,0.000492240264396834,0.000537288776839606,0.000658656297876884,0.00446964980544746,0.000779170452163419,0.000493901692786236,0.000504191311385949,0.00446795559514878,0.0089736483262434,0.010637767057471,9.4751349091506,12.5037368839321,13.2425511873559,1.82560534870547,6.27444029850746,0.116573383084577,0.9778607107279,0.977860710727899,524.407090743756,58.1428814520629,0.106265547263682,0.456307718370407,1.49753112155597,0.948571595149254,0.947898009950249,0.666301305970149,6.27286055076182,3.84707711442786,16.3801907627902,1.4045664163898,0.116573383084577,0.347982177234511,-0.739764415235443,0.909742114571029,0.988306918689381,0.998220938364336,33.1055436677045,107.051,202494,336,384,12,4,6480,106,2,63.643146,1,1.5,4,180,15,50,87.5,130,25603,160,0.29111471853836,4,1,1,-59.235035836592,1869,812,1777
